,name,team,innings,ballsfaced,batting_sr,batting_avg,PaPP0,PaPPW,PaPP6,PaPP4,PaPP1,PaPPE,PaPP2,PaPP3,PaPP5,PaMO0,PaMOW,PaMO6,PaMO4,PaMO1,PaMOE,PaMO2,PaMO3,PaMO5,PaDO0,PaDOW,PaDO6,PaDO4,PaDO1,PaDOE,PaDO2,PaDO3,PaDO5,SpPP0,SpPPW,SpPP6,SpPP4,SpPP1,SpPPE,SpPP2,SpPP3,SpPP5,SpMO0,SpMOW,SpMO6,SpMO4,SpMO1,SpMOE,SpMO2,SpMO3,SpMO5,SpDO0,SpDOW,SpDO6,SpDO4,SpDO1,SpDOE,SpDO2,SpDO3,SpDO5,type
338,RR Pant,India,27,417,131.65,27.45,411 - 516,521 - 524,525 - 541,542 - 564,565 - 645,646 - 656,661 - 666,-,-,411 - 444,445 - 454,455 - 456,461 - 523,524 - 642,643 - 653,654 - 666,-,-,411 - 434,435 - 443,444 - 464,465 - 526,531 - 626,631 - 656,661 - 666,-,-,411 - 534,-,535 - 553,554 - 631,632 - 666,-,-,-,-,411 - 511,512 - 516,521 - 522,523 - 535,536 - 654,655 - 664,665 - 666,-,-,411 - 523,-,-,-,524 - 666,-,-,-,-,WK Batter
339,RR Rossouw,South Africa,6,128,180.47,57.75,411 - 533,534 - 544,545 - 546,551 - 634,635 - 654,655 - 663,-,664 - 666,-,411 - 416,-,421 - 451,452 - 532,533 - 653,654 - 663,664 - 666,-,-,411 - 412,-,413 - 424,425 - 445,446 - 612,613 - 641,642 - 666,-,-,-,-,411 - 453,-,454 - 623,624 - 666,-,-,-,411 - 425,426 - 435,436 - 464,465 - 523,524 - 651,652 - 666,-,-,-,411 - 412,-,413 - 424,425 - 445,446 - 612,613 - 641,642 - 666,-,-,Batter
340,RTM Mendis,Sri Lanka,1,5,40.0,2.0,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,411 - 633,634 - 666,-,-,-,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 536,541 - 666,-,-,-,
341,RW Chakabva,Zimbabwe,27,307,129.32,14.7,411 - 442,443 - 453,454 - 461,462 - 531,532 - 642,643 - 663,664 - 666,-,-,411 - 444,445 - 465,466 - 512,-,513 - 625,626 - 641,642 - 664,665 - 666,-,-,411 - 433,-,434 - 512,513 - 631,632 - 654,655 - 666,-,-,411 - 454,455 - 521,522 - 534,535 - 551,552 - 645,646 - 652,653 - 666,-,-,411 - 411,412 - 426,431 - 446,451 - 456,461 - 636,641 - 644,645 - 664,665 - 666,-,-,-,411 - 466,511 - 566,611 - 666,-,-,-,-,WK Batter
342,Rahmanullah Gurbaz,Afghanistan,22,362,137.02,22.55,411 - 522,523 - 533,534 - 545,546 - 611,612 - 651,652 - 656,661 - 665,666 - 666,-,411 - 426,431 - 433,434 - 446,451 - 514,515 - 626,631 - 652,653 - 666,-,-,-,411 - 444,445 - 555,-,556 - 666,-,-,-,-,411 - 516,521 - 525,526 - 542,543 - 564,565 - 655,656 - 663,664 - 666,-,-,411 - 525,526 - 535,536 - 551,552 - 554,555 - 653,654 - 661,662 - 666,-,-,-,-,-,-,-,411 - 666,-,-,-,WK Batter
343,Rashid Khan,Afghanistan,14,93,113.98,9.64,411 - 623,624 - 631,632 - 635,636 - 643,644 - 651,-,652 - 662,663 - 666,-,411 - 623,624 - 631,632 - 635,636 - 643,644 - 651,-,652 - 662,663 - 666,-,411 - 531,532 - 552,553 - 561,562 - 566,611 - 644,645 - 653,654 - 666,-,-,411 - 525,526 - 533,534 - 545,546 - 561,562 - 655,656 - 663,664 - 666,-,-,411 - 525,526 - 533,534 - 545,546 - 561,562 - 655,656 - 663,664 - 666,-,-,411 - 443,444 - 524,-,-,525 - 666,-,-,-,-,Allrounder
344,Ravi Bishnoi,India,2,4,250.0,10.0,-,411 - 453,-,454 - 623,-,-,624 - 666,-,-,-,411 - 453,-,454 - 623,-,-,624 - 666,-,-,-,411 - 453,-,454 - 623,-,-,624 - 666,-,-,-,411 - 453,-,454 - 623,-,-,624 - 666,-,-,-,411 - 453,-,454 - 623,-,-,624 - 666,-,-,-,411 - 453,-,454 - 623,-,-,624 - 666,-,-,
345,Rohan Mustafa,United Arab Emirates,5,95,105.26,25.0,411 - 641,-,-,642 - 653,654 - 663,664 - 666,-,-,-,-,411 - 416,-,421 - 435,436 - 641,642 - 656,661 - 666,-,-,411 - 463,464 - 515,-,516 - 556,561 - 654,-,655 - 666,-,-,411 - 516,-,-,-,521 - 554,555 - 666,-,-,-,411 - 424,425 - 431,432 - 434,-,435 - 634,635 - 651,652 - 666,-,-,-,411 - 453,-,-,454 - 536,541 - 623,-,624 - 666,-,
346,Rubel Hossain,Bangladesh,1,6,50.0,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,
347,S Dhawan,India,4,91,98.9,22.5,411 - 464,465 - 515,-,516 - 534,535 - 655,-,656 - 666,-,-,411 - 412,413 - 424,-,425 - 436,441 - 625,626 - 641,642 - 666,-,-,411 - 412,413 - 424,-,425 - 436,441 - 625,626 - 641,642 - 666,-,-,411 - 534,-,-,535 - 563,564 - 651,652 - 661,662 - 666,-,-,411 - 551,552 - 554,555 - 561,562 - 611,612 - 666,-,-,-,-,411 - 551,552 - 554,555 - 561,562 - 611,612 - 666,-,-,-,-,
348,S Mahmood,England,5,21,71.43,7.5,411 - 546,551 - 564,-,565 - 613,614 - 653,-,654 - 666,-,-,411 - 546,551 - 564,-,565 - 613,614 - 653,-,654 - 666,-,-,411 - 546,551 - 564,-,565 - 613,614 - 653,-,654 - 666,-,-,411 - 661,-,-,-,662 - 666,-,-,-,-,411 - 661,-,-,-,662 - 666,-,-,-,-,411 - 661,-,-,-,662 - 666,-,-,-,-,
349,S Samarawickrama,Sri Lanka,2,25,56.0,7.0,411 - 554,-,-,-,555 - 666,-,-,-,-,411 - 516,521 - 541,-,-,542 - 655,656 - 666,-,-,-,411 - 516,521 - 541,-,-,542 - 655,656 - 666,-,-,-,411 - 641,-,-,642 - 651,652 - 666,-,-,-,-,411 - 516,521 - 541,-,-,542 - 655,656 - 666,-,-,-,411 - 516,521 - 541,-,-,542 - 655,656 - 666,-,-,-,
350,SA Abbott,Australia,1,1,0.0,0.0,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,
351,SA Edwards,Netherlands,9,110,108.18,17.0,411 - 436,-,-,441 - 566,611 - 666,-,-,-,-,411 - 546,551 - 566,-,611 - 614,615 - 642,643 - 662,663 - 666,-,-,411 - 512,513 - 521,522 - 526,531 - 541,542 - 632,633 - 646,651 - 664,665 - 666,-,411 - 554,-,-,-,555 - 666,-,-,-,-,411 - 432,433 - 441,442 - 444,445 - 456,461 - 626,631 - 651,652 - 666,-,-,411 - 512,513 - 521,522 - 526,531 - 541,542 - 632,633 - 646,651 - 664,665 - 666,-,WK Batter c
352,SA Yadav,India,31,563,172.29,37.31,411 - 464,465 - 513,514 - 531,532 - 556,561 - 642,643 - 655,656 - 665,666 - 666,-,411 - 442,443 - 452,453 - 512,513 - 541,542 - 652,653 - 656,661 - 666,-,-,-,411 - 424,425 - 464,465 - 534,535 - 636,641 - 662,663 - 666,-,-,411 - 441,442 - 464,-,465 - 542,543 - 655,656 - 666,-,-,-,411 - 442,443 - 445,446 - 462,463 - 526,531 - 644,645 - 652,653 - 666,-,-,-,411 - 424,425 - 442,443 - 531,532 - 634,635 - 666,-,-,-,Batter
353,SC Getkate,Ireland,10,123,117.07,16.0,411 - 521,522 - 524,525 - 536,541 - 545,546 - 652,653 - 654,655 - 666,-,-,411 - 521,522 - 524,525 - 536,541 - 545,546 - 652,653 - 654,655 - 666,-,-,-,411 - 442,-,443 - 531,532 - 634,635 - 652,653 - 666,-,-,411 - 453,454 - 466,511 - 523,-,524 - 665,666 - 666,-,-,-,411 - 453,454 - 466,511 - 523,-,524 - 665,666 - 666,-,-,-,-,411 - 442,-,443 - 531,532 - 634,635 - 652,653 - 666,-,-,
354,SC Williams,Zimbabwe,14,209,112.92,18.15,411 - 456,461 - 464,-,465 - 541,542 - 654,655 - 662,-,663 - 666,-,411 - 536,541 - 543,-,544 - 554,555 - 646,651 - 655,656 - 666,-,-,-,411 - 432,-,433 - 454,455 - 655,-,656 - 666,-,-,411 - 464,465 - 532,-,533 - 556,561 - 652,653 - 666,-,-,-,411 - 461,462 - 511,512 - 516,521 - 536,541 - 651,652 - 656,661 - 666,-,-,411 - 434,-,435 - 513,-,514 - 631,-,632 - 666,-,-,Batter
355,SD Hope,West Indies,6,76,86.84,11.0,411 - 466,511 - 521,-,522 - 545,546 - 651,652 - 662,663 - 666,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 623,-,-,-,624 - 666,-,-,-,-,411 - 554,555 - 565,-,-,566 - 666,-,-,-,-,411 - 413,414 - 444,-,445 - 462,463 - 652,653 - 666,-,-,-,411 - 413,414 - 444,-,445 - 462,463 - 652,653 - 666,-,-,-,
356,SJ Baard,Namibia,10,230,97.39,24.89,411 - 533,534 - 534,535 - 541,542 - 555,556 - 642,643 - 654,655 - 665,666 - 666,-,411 - 442,443 - 456,-,-,461 - 661,-,662 - 666,-,-,411 - 442,443 - 456,-,-,461 - 661,-,662 - 666,-,-,411 - 454,455 - 464,-,465 - 533,534 - 631,632 - 641,642 - 666,-,-,411 - 511,512 - 522,523 - 523,524 - 526,531 - 646,651 - 652,653 - 662,663 - 666,-,411 - 511,512 - 522,523 - 523,524 - 526,531 - 646,651 - 652,653 - 662,663 - 666,-,Batter
357,SJ Myburgh,Netherlands,5,72,101.39,12.17,411 - 452,453 - 462,463 - 465,466 - 535,536 - 623,624 - 656,661 - 666,-,-,411 - 556,561 - 621,-,-,622 - 646,651 - 654,655 - 666,-,-,411 - 556,561 - 621,-,-,622 - 646,651 - 654,655 - 666,-,-,411 - 516,521 - 526,531 - 545,-,546 - 642,643 - 651,652 - 666,-,-,411 - 556,561 - 621,-,-,622 - 646,651 - 654,655 - 666,-,-,411 - 556,561 - 621,-,-,622 - 646,651 - 654,655 - 666,-,-,Batter
358,SM Curran,England,14,76,135.53,12.88,411 - 434,435 - 513,-,514 - 525,526 - 631,-,632 - 666,-,-,411 - 434,435 - 513,-,514 - 525,526 - 631,-,632 - 666,-,-,411 - 451,452 - 464,465 - 521,522 - 533,534 - 631,632 - 644,645 - 666,-,-,411 - 441,442 - 455,456 - 464,465 - 513,514 - 642,-,643 - 661,-,662 - 666,411 - 441,442 - 455,456 - 464,465 - 513,514 - 642,-,643 - 661,-,662 - 666,-,-,411 - 536,-,541 - 666,-,-,-,-,Allrounder
359,SM Sharif,Scotland,7,36,116.67,14.0,411 - 453,-,-,-,454 - 623,624 - 666,-,-,-,411 - 453,-,-,-,454 - 623,624 - 666,-,-,-,411 - 445,446 - 456,461 - 511,512 - 522,523 - 654,-,655 - 666,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,Bowler
360,SN Thakur,India,3,8,125.0,5.0,411 - 453,454 - 532,-,533 - 611,612 - 646,651 - 666,-,-,-,411 - 453,454 - 532,-,533 - 611,612 - 646,651 - 666,-,-,-,411 - 453,454 - 532,-,533 - 611,612 - 646,651 - 666,-,-,-,411 - 453,454 - 532,-,533 - 611,612 - 646,651 - 666,-,-,-,411 - 453,454 - 532,-,533 - 611,612 - 646,651 - 666,-,-,-,411 - 453,454 - 532,-,533 - 611,612 - 646,651 - 666,-,-,-,
361,SO Hetmyer,West Indies,19,349,119.2,21.89,411 - 454,-,-,455 - 521,522 - 661,-,662 - 666,-,-,411 - 451,452 - 456,461 - 511,512 - 522,523 - 643,644 - 661,662 - 666,-,-,411 - 453,454 - 466,511 - 532,533 - 554,555 - 644,645 - 661,662 - 666,-,-,411 - 562,563 - 565,-,566 - 634,635 - 663,664 - 666,-,-,-,411 - 523,524 - 533,534 - 542,543 - 546,551 - 661,662 - 663,664 - 665,666 - 666,-,411 - 453,-,-,454 - 536,541 - 666,-,-,-,-,Batter
362,SPD Smith,Australia,13,187,112.3,21.0,411 - 466,511 - 522,-,523 - 543,544 - 645,646 - 662,-,663 - 666,-,411 - 444,445 - 452,453 - 454,455 - 513,514 - 643,644 - 655,656 - 666,-,-,411 - 463,464 - 521,522 - 526,531 - 553,554 - 634,635 - 652,653 - 661,662 - 666,-,411 - 414,-,-,-,415 - 643,644 - 666,-,-,-,411 - 444,445 - 454,-,455 - 511,512 - 651,652 - 654,655 - 666,-,-,-,-,411 - 433,-,434 - 643,-,644 - 666,-,-,Batter
363,SS Cottrell,West Indies,1,1,100.0,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,Bowler
364,SS Iyer,India,21,428,140.19,37.5,411 - 524,525 - 532,533 - 533,534 - 565,566 - 654,655 - 661,662 - 664,665 - 666,-,411 - 423,424 - 426,431 - 434,435 - 455,456 - 645,646 - 653,654 - 666,-,-,411 - 433,434 - 446,451 - 461,462 - 526,531 - 635,636 - 645,646 - 666,-,-,411 - 554,-,-,-,555 - 666,-,-,-,-,411 - 445,446 - 452,453 - 512,513 - 524,525 - 645,646 - 653,654 - 666,-,-,411 - 433,434 - 446,451 - 461,462 - 526,531 - 635,636 - 645,646 - 666,-,-,
365,SSB Magala,South Africa,2,13,123.08,16.0,411 - 552,553 - 562,563 - 621,-,622 - 656,661 - 666,-,-,-,411 - 552,553 - 562,563 - 621,-,622 - 656,661 - 666,-,-,-,411 - 552,553 - 562,563 - 621,-,622 - 656,661 - 666,-,-,-,411 - 552,553 - 562,563 - 621,-,622 - 656,661 - 666,-,-,-,411 - 552,553 - 562,563 - 621,-,622 - 656,661 - 666,-,-,-,411 - 552,553 - 562,563 - 621,-,622 - 656,661 - 666,-,-,-,
366,SSJ Brooks,West Indies,12,211,103.32,19.82,411 - 513,514 - 515,516 - 524,525 - 544,545 - 632,633 - 646,651 - 666,-,-,411 - 556,561 - 565,-,566 - 612,613 - 652,653 - 664,665 - 666,-,-,411 - 533,-,-,-,534 - 644,-,645 - 666,-,-,411 - 552,553 - 566,611 - 612,613 - 631,632 - 652,653 - 662,663 - 666,-,-,411 - 545,546 - 553,554 - 565,566 - 566,611 - 655,656 - 661,662 - 665,666 - 666,-,411 - 523,-,-,-,524 - 666,-,-,-,-,Batter
367,SV Samson,India,8,148,143.24,30.29,411 - 516,-,-,521 - 552,553 - 655,656 - 664,665 - 666,-,-,-,411 - 422,423 - 436,441 - 466,511 - 633,634 - 654,655 - 666,-,-,-,411 - 424,425 - 442,443 - 456,461 - 652,653 - 666,-,-,-,411 - 443,444 - 463,464 - 523,524 - 544,545 - 564,565 - 625,626 - 666,-,-,411 - 451,452 - 454,455 - 511,512 - 524,525 - 663,664 - 666,-,-,-,-,411 - 536,-,-,541 - 666,-,-,-,-,
368,SW Billings,England,6,73,115.07,16.8,411 - 632,-,-,-,633 - 666,-,-,-,-,411 - 546,-,-,551 - 566,611 - 662,663 - 666,-,-,-,411 - 433,434 - 453,454 - 534,-,535 - 615,616 - 656,661 - 666,-,-,411 - 632,-,-,-,633 - 666,-,-,-,-,411 - 451,452 - 466,-,-,511 - 621,622 - 625,626 - 666,-,-,-,-,-,411 - 466,511 - 666,-,-,-,-,
369,Sabbir Rahman,Bangladesh,4,36,86.11,7.75,411 - 464,465 - 523,524 - 531,532 - 545,546 - 633,634 - 655,656 - 666,-,-,411 - 464,465 - 523,524 - 531,532 - 545,546 - 633,634 - 655,656 - 666,-,-,411 - 464,465 - 523,524 - 531,532 - 545,546 - 633,634 - 655,656 - 666,-,-,411 - 654,655 - 662,-,-,663 - 666,-,-,-,-,411 - 654,655 - 662,-,-,663 - 666,-,-,-,-,411 - 654,655 - 662,-,-,663 - 666,-,-,-,-,
370,Saif Hassan,Bangladesh,2,9,11.11,0.5,411 - 454,455 - 562,-,-,563 - 634,635 - 666,-,-,-,411 - 454,455 - 562,-,-,563 - 634,635 - 666,-,-,-,411 - 454,455 - 562,-,-,563 - 634,635 - 666,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,
371,Sarfraz Ahmed,Pakistan,1,11,45.45,5.0,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,411 - 565,-,-,-,566 - 653,654 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,411 - 453,454 - 536,-,-,541 - 666,-,-,-,-,
372,Shadab Khan,Pakistan,12,126,153.17,24.12,411 - 424,-,-,425 - 521,522 - 613,-,614 - 666,-,-,411 - 462,463 - 511,-,-,512 - 644,645 - 661,662 - 666,-,-,411 - 516,521 - 524,525 - 545,546 - 555,556 - 662,663 - 664,665 - 666,-,-,411 - 424,-,-,425 - 521,522 - 613,-,614 - 666,-,-,411 - 443,444 - 452,453 - 515,516 - 535,536 - 645,-,646 - 666,-,-,411 - 445,446 - 531,532 - 556,561 - 612,613 - 654,-,655 - 666,-,-,Allrounder
373,Shaheen Shah Afridi,Pakistan,3,13,69.23,4.5,411 - 616,621 - 633,-,634 - 641,642 - 662,-,663 - 666,-,-,411 - 616,621 - 633,-,634 - 641,642 - 662,-,663 - 666,-,-,411 - 616,621 - 633,-,634 - 641,642 - 662,-,663 - 666,-,-,411 - 616,621 - 633,-,634 - 641,642 - 662,-,663 - 666,-,-,411 - 616,621 - 633,-,634 - 641,642 - 662,-,663 - 666,-,-,411 - 616,621 - 633,-,634 - 641,642 - 662,-,663 - 666,-,-,Bowler
374,Shahnawaz Dhani,Pakistan,1,6,266.67,16.0,411 - 433,434 - 464,465 - 565,-,-,-,566 - 666,-,-,411 - 433,434 - 464,465 - 565,-,-,-,566 - 666,-,-,411 - 433,434 - 464,465 - 565,-,-,-,566 - 666,-,-,411 - 433,434 - 464,465 - 565,-,-,-,566 - 666,-,-,411 - 433,434 - 464,465 - 565,-,-,-,566 - 666,-,-,411 - 433,434 - 464,465 - 565,-,-,-,566 - 666,-,-,
375,Shakib Al Hasan,Bangladesh,25,464,117.24,22.67,411 - 511,512 - 514,-,515 - 543,544 - 654,655 - 661,662 - 665,666 - 666,-,411 - 435,436 - 446,451 - 454,455 - 515,516 - 641,642 - 655,656 - 666,-,-,411 - 455,456 - 512,513 - 525,526 - 554,555 - 653,654 - 664,665 - 666,-,-,411 - 516,521 - 525,526 - 532,533 - 545,546 - 643,644 - 652,653 - 664,665 - 666,-,411 - 451,452 - 456,461 - 461,462 - 515,516 - 644,645 - 652,653 - 665,666 - 666,-,411 - 455,456 - 512,513 - 525,526 - 554,555 - 653,654 - 664,665 - 666,-,-,Allrounder c
376,Shamim Hossain,Bangladesh,9,109,112.84,15.38,411 - 614,-,-,615 - 642,643 - 666,-,-,-,-,411 - 536,541 - 551,-,552 - 562,563 - 632,633 - 651,652 - 666,-,-,411 - 433,434 - 464,-,465 - 555,556 - 625,626 - 635,636 - 666,-,-,411 - 614,-,-,615 - 642,643 - 666,-,-,-,-,411 - 536,541 - 546,551 - 556,561 - 564,565 - 654,655 - 656,661 - 666,-,-,411 - 556,-,-,561 - 614,615 - 666,-,-,-,-,
377,Shan Masood,Pakistan,10,175,125.14,24.33,411 - 451,452 - 512,-,513 - 533,534 - 662,663 - 666,-,-,-,411 - 416,-,421 - 423,424 - 441,442 - 565,566 - 642,643 - 666,-,-,-,411 - 422,-,423 - 442,443 - 566,611 - 634,635 - 666,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 435,436 - 445,446 - 455,456 - 516,521 - 636,641 - 652,653 - 666,-,-,-,-,411 - 466,-,511 - 566,611 - 666,-,-,-,Batter
378,Sharafuddin Ashraf,Afghanistan,3,11,63.64,3.5,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 463,464 - 544,-,-,545 - 666,-,-,-,-,411 - 516,521 - 613,-,614 - 666,-,-,-,-,-,411 - 516,521 - 613,-,614 - 666,-,-,-,-,-,411 - 463,464 - 544,-,-,545 - 666,-,-,-,-,Bowler
379,Shariz Ahmad,Netherlands,2,4,150.0,6.0,-,411 - 444,-,445 - 522,523 - 633,634 - 666,-,-,-,-,411 - 444,-,445 - 522,523 - 633,634 - 666,-,-,-,-,411 - 444,-,445 - 522,523 - 633,634 - 666,-,-,-,-,411 - 444,-,445 - 522,523 - 633,634 - 666,-,-,-,-,411 - 444,-,445 - 522,523 - 633,634 - 666,-,-,-,-,411 - 444,-,445 - 522,523 - 633,634 - 666,-,-,-,Bowler
380,Sharjeel Khan,Pakistan,3,43,106.98,15.33,411 - 562,563 - 612,613 - 615,616 - 641,642 - 663,-,664 - 666,-,-,411 - 562,563 - 612,613 - 615,616 - 641,642 - 663,-,664 - 666,-,-,411 - 562,563 - 612,613 - 615,616 - 641,642 - 663,-,664 - 666,-,-,411 - 445,446 - 461,462 - 513,-,514 - 643,644 - 666,-,-,-,411 - 445,446 - 461,462 - 513,-,514 - 643,644 - 666,-,-,-,411 - 445,446 - 461,462 - 513,-,514 - 643,644 - 666,-,-,-,
381,Shoaib Malik,Pakistan,5,58,172.41,33.33,411 - 654,655 - 666,-,-,-,-,-,-,-,411 - 453,-,-,454 - 515,516 - 666,-,-,-,-,411 - 433,434 - 464,465 - 534,-,535 - 653,-,654 - 666,-,-,411 - 654,655 - 666,-,-,-,-,-,-,-,411 - 446,-,-,451 - 461,462 - 644,645 - 655,656 - 666,-,-,-,-,411 - 464,465 - 523,524 - 612,613 - 631,632 - 666,-,-,
382,Shoriful Islam,Bangladesh,6,17,88.24,3.0,411 - 666,-,-,-,-,-,-,-,-,-,411 - 536,541 - 666,-,-,-,-,-,-,411 - 552,553 - 621,-,622 - 641,642 - 651,652 - 666,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 616,621 - 666,-,-,-,-,-,-,-,411 - 552,553 - 621,-,622 - 641,642 - 651,652 - 666,-,-,-,Bowler
383,Sikandar Raza,Zimbabwe,19,347,136.89,25.0,411 - 542,543 - 546,551 - 554,555 - 565,566 - 651,652 - 666,-,-,-,411 - 443,444 - 453,454 - 464,465 - 522,523 - 642,643 - 645,646 - 664,665 - 666,-,-,411 - 426,431 - 451,452 - 511,512 - 615,616 - 633,634 - 664,665 - 666,-,411 - 534,535 - 544,-,545 - 613,614 - 666,-,-,-,-,411 - 512,513 - 515,516 - 524,525 - 535,536 - 653,654 - 656,661 - 666,-,-,411 - 434,435 - 513,-,514 - 552,553 - 666,-,-,-,-,Allrounder
384,Simi Singh,Ireland,12,68,86.76,7.38,411 - 654,-,-,-,655 - 666,-,-,-,-,-,411 - 455,-,-,456 - 666,-,-,-,-,411 - 533,534 - 541,542 - 545,546 - 556,561 - 652,653 - 663,-,664 - 666,-,411 - 654,-,-,-,655 - 666,-,-,-,-,411 - 412,413 - 442,-,443 - 451,452 - 644,645 - 666,-,-,-,411 - 434,-,-,-,435 - 631,-,632 - 666,-,-,Allrounder
385,Sohaib Maqsood,Pakistan,4,33,157.58,13.0,411 - 554,-,-,-,555 - 666,-,-,-,-,-,411 - 426,431 - 466,511 - 526,531 - 646,-,651 - 666,-,-,411 - 463,464 - 544,-,545 - 625,626 - 666,-,-,-,-,411 - 554,-,-,555 - 666,-,-,-,-,-,411 - 413,414 - 444,445 - 462,463 - 516,521 - 653,654 - 666,-,-,-,411 - 463,464 - 544,-,545 - 625,626 - 666,-,-,-,-,
386,Soumya Sarkar,Bangladesh,18,242,111.57,15.0,411 - 534,535 - 551,552 - 552,553 - 566,611 - 651,652 - 661,662 - 665,666 - 666,-,411 - 513,514 - 532,-,533 - 561,562 - 643,644 - 645,646 - 666,-,-,411 - 513,514 - 532,-,533 - 561,562 - 643,644 - 645,646 - 666,-,-,411 - 566,611 - 614,615 - 626,631 - 636,641 - 655,656 - 661,662 - 664,665 - 666,-,411 - 445,446 - 452,453 - 455,456 - 523,524 - 651,652 - 661,662 - 666,-,-,411 - 445,446 - 452,453 - 455,456 - 523,524 - 651,652 - 661,662 - 666,-,-,Batter
387,Sultan Ahmed (2),United Arab Emirates,1,2,0.0,0.0,411 - 633,634 - 666,-,-,-,-,-,-,-,411 - 633,634 - 666,-,-,-,-,-,-,-,411 - 633,634 - 666,-,-,-,-,-,-,-,411 - 633,634 - 666,-,-,-,-,-,-,-,411 - 633,634 - 666,-,-,-,-,-,-,-,411 - 633,634 - 666,-,-,-,-,-,-,-,
388,T Banton,England,5,78,156.41,24.4,411 - 524,525 - 535,536 - 544,545 - 611,612 - 645,646 - 654,655 - 666,-,-,411 - 431,432 - 436,441 - 464,465 - 513,514 - 633,634 - 642,643 - 666,-,-,411 - 431,432 - 436,441 - 464,465 - 513,514 - 633,634 - 642,643 - 666,-,-,411 - 463,464 - 515,516 - 544,545 - 625,626 - 666,-,-,-,-,-,-,411 - 536,-,541 - 666,-,-,-,-,-,-,411 - 536,-,541 - 666,-,-,-,-,
389,T Bavuma,South Africa,19,298,106.04,16.63,411 - 552,553 - 563,564 - 564,565 - 616,621 - 661,662 - 663,664 - 666,-,-,411 - 465,466 - 466,511 - 513,514 - 534,535 - 643,644 - 651,652 - 664,665 - 666,-,-,411 - 435,436 - 464,465 - 516,521 - 625,626 - 641,642 - 666,-,-,411 - 511,512 - 533,-,534 - 546,551 - 654,655 - 661,662 - 666,-,-,411 - 416,421 - 424,425 - 426,431 - 451,452 - 654,655 - 662,663 - 666,-,-,-,411 - 666,-,-,-,-,-,-,-,Batter c
390,T Marumani,Zimbabwe,13,167,95.21,12.23,411 - 533,534 - 545,546 - 553,554 - 564,565 - 641,642 - 653,654 - 664,665 - 666,-,411 - 443,444 - 463,-,464 - 523,524 - 625,626 - 635,636 - 666,-,-,411 - 443,444 - 463,-,464 - 523,524 - 625,626 - 635,636 - 666,-,-,411 - 535,536 - 544,-,545 - 553,554 - 652,653 - 661,662 - 666,-,-,411 - 461,462 - 513,-,514 - 532,533 - 641,642 - 651,652 - 661,662 - 666,-,411 - 461,462 - 513,-,514 - 532,533 - 641,642 - 651,652 - 661,662 - 666,-,
391,T Munyonga,Zimbabwe,5,78,82.05,12.8,411 - 454,455 - 515,-,-,516 - 645,646 - 666,-,-,-,411 - 531,532 - 533,534 - 535,536 - 541,542 - 644,645 - 646,651 - 666,-,-,411 - 463,464 - 544,-,-,545 - 646,651 - 666,-,-,-,411 - 454,455 - 515,-,-,516 - 645,646 - 666,-,-,-,411 - 463,464 - 511,-,512 - 515,516 - 662,-,663 - 666,-,-,411 - 463,464 - 544,-,-,545 - 646,651 - 666,-,-,-,Allrounder
392,T Shamsi,South Africa,5,10,40.0,1.33,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,411 - 565,566 - 653,-,-,-,654 - 666,-,-,-,-,-,-,-,-,-,-,411 - 666,-,-,-,-,-,-,-,-,411 - 666,-,411 - 623,-,-,-,624 - 666,-,-,-,-,Bowler
